"gene"	"ark1B"	"ark2B"	"blrB"	"polB"	"revB"	"pcnB"
"Potri.003G094200"	0	0	0	0	"0"	"0"
"Potri.003G094300"	1	0	0	0	"0"	"0"
"Potri.003G094400"	0	0	0	0	"0"	"0"
"Potri.003G094500"	0	0	0	0	"0"	"0"
"Potri.003G094600"	0	0	0	0	"0"	"0"
"Potri.003G094700"	0	0	0	0	"0"	"0"
"Potri.003G094800"	0	0	0	0	"0"	"0"
"Potri.003G094900"	0	0	0	0	"0"	"0"
"Potri.003G095000"	1	0	1	0	"0"	"1"
"Potri.003G095100"	1	0	0	0	"0"	"0"
"Potri.003G095200"	1	0	0	0	"0"	"0"
"Potri.003G095300"	1	0	0	0	"0"	"0"
"Potri.003G095400"	1	0	0	0	"0"	"0"
"Potri.003G095500"	0	0	0	0	"0"	"1"
"Potri.003G095600"	1	0	0	0	"0"	"0"
"Potri.003G095700"	0	0	0	0	"0"	"0"
"Potri.003G095800"	0	0	0	0	"0"	"0"
"Potri.003G095900"	1	0	0	0	"0"	"0"
"Potri.003G096000"	0	0	0	0	"0"	"0"
"Potri.003G096100"	1	0	1	0	"0"	"0"
"Potri.003G096200"	0	0	1	0	"0"	"0"
"Potri.003G096300"	0	0	0	0	"0"	"0"
"Potri.003G096400"	0	0	0	0	"0"	"0"
"Potri.003G096500"	0	0	0	0	"0"	"0"
"Potri.003G096600"	1	0	0	0	"0"	"0"
"Potri.003G096700"	1	0	1	0	"1"	"0"
"Potri.003G096800"	1	0	0	0	"0"	"0"
"Potri.003G096900"	0	0	0	0	"0"	"0"
"Potri.003G097000"	0	0	0	0	"0"	"0"
"Potri.003G097100"	0	0	0	0	"0"	"0"
"Potri.003G097200"	0	0	0	0	"0"	"0"
"Potri.003G097300"	0	0	0	0	"0"	"1"
"Potri.003G097400"	1	0	0	0	"0"	"0"
"Potri.003G097500"	0	0	0	0	"0"	"0"
"Potri.003G097600"	1	1	0	0	"0"	"0"
"Potri.003G097700"	1	0	0	0	"0"	"0"
"Potri.003G097800"	1	0	0	0	"0"	"0"
"Potri.003G097900"	0	0	0	0	"0"	"1"
"Potri.003G098000"	1	0	1	1	"0"	"0"
"Potri.003G098100"	1	0	0	0	"0"	"0"
"Potri.003G098200"	1	0	0	0	"0"	"0"
"Potri.003G098300"	0	0	1	0	"0"	"0"
"Potri.003G098400"	1	1	1	0	"0"	"0"
"Potri.003G098500"	0	0	0	0	"0"	"0"
"Potri.003G098600"	1	0	0	0	"0"	"0"
"Potri.003G098700"	1	0	0	0	"0"	"0"
"Potri.003G098800"	1	0	0	0	"0"	"0"
"Potri.003G098900"	0	0	0	0	"0"	"0"
"Potri.003G099000"	0	0	0	0	"0"	"1"
"Potri.003G099100"	0	0	0	0	"0"	"0"
"Potri.003G099200"	0	0	0	0	"0"	"0"
"Potri.003G099300"	1	1	0	0	"0"	"0"
"Potri.003G099400"	0	0	0	0	"0"	"0"
"Potri.003G099500"	0	0	0	0	"0"	"0"
"Potri.003G099600"	1	1	0	0	"0"	"0"
"Potri.003G099700"	1	1	0	0	"0"	"0"
"Potri.003G099800"	0	0	0	0	"0"	"1"
"Potri.003G099900"	1	1	1	0	"0"	"0"
"Potri.003G100000"	1	0	0	0	"0"	"0"
"Potri.003G100100"	1	0	0	0	"0"	"0"
"Potri.003G100200"	0	0	0	0	"0"	"1"
"Potri.003G100300"	0	0	0	0	"0"	"0"
"Potri.003G100400"	0	0	0	0	"0"	"0"
"Potri.003G100500"	1	0	0	0	"0"	"0"
"Potri.003G100600"	1	0	0	0	"0"	"1"
"Potri.003G100700"	1	0	0	0	"0"	"0"
"Potri.003G100800"	1	0	0	0	"0"	"0"
"Potri.003G100900"	0	0	0	0	"0"	"0"
"Potri.003G101000"	1	1	0	0	"0"	"0"
"Potri.003G101100"	1	0	0	0	"0"	"0"
"Potri.003G101200"	1	0	0	0	"0"	"1"
"Potri.003G101300"	0	0	0	0	"0"	"0"
"Potri.003G101400"	0	0	0	0	"0"	"0"
"Potri.003G101500"	0	0	0	0	"0"	"1"
"Potri.003G101600"	1	0	0	0	"0"	"1"
"Potri.003G101700"	0	0	0	0	"0"	"1"
"Potri.003G101800"	0	0	0	0	"0"	"0"
"Potri.003G101900"	0	0	0	0	"0"	"0"
"Potri.003G102000"	0	0	0	0	"0"	"0"
"Potri.003G102100"	0	0	0	0	"0"	"1"
"Potri.003G102200"	1	0	1	0	"0"	"1"
"Potri.003G102300"	0	0	0	0	"0"	"0"
"Potri.003G102400"	0	0	0	0	"0"	"0"
"Potri.003G102500"	0	0	0	0	"0"	"0"
"Potri.003G102600"	0	0	0	0	"0"	"0"
"Potri.003G102700"	1	0	0	0	"0"	"0"
"Potri.003G102800"	0	0	0	0	"0"	"0"
"Potri.003G102900"	1	0	0	0	"0"	"0"
"Potri.003G103000"	1	0	0	0	"0"	"0"
"Potri.003G103100"	0	0	0	0	"0"	"0"
"Potri.003G103200"	0	0	0	0	"0"	"0"
"Potri.003G103300"	1	0	1	0	"0"	"0"
"Potri.003G103400"	1	0	0	0	"0"	"0"
"Potri.003G103500"	1	0	0	0	"0"	"0"
"Potri.003G103600"	0	0	0	0	"0"	"1"
"Potri.003G103700"	0	0	0	0	"0"	"0"
"Potri.003G103800"	1	0	0	0	"0"	"1"
"Potri.003G103900"	0	0	1	0	"0"	"0"
"Potri.003G104000"	0	0	0	0	"0"	"0"
"Potri.003G104100"	0	0	1	0	"0"	"0"
"Potri.003G104200"	1	1	1	0	"0"	"0"
"Potri.003G104300"	1	0	0	0	"0"	"0"
"Potri.003G104400"	1	0	0	0	"0"	"0"
"Potri.003G104500"	0	0	0	0	"0"	"1"
"Potri.003G104600"	0	0	0	0	"0"	"1"
"Potri.003G104700"	0	0	1	1	"0"	"0"
"Potri.003G104800"	0	0	1	0	"0"	"0"
"Potri.003G104900"	1	1	0	0	"0"	"0"
"Potri.003G105000"	1	0	0	0	"0"	"0"
"Potri.003G105100"	1	1	0	0	"0"	"0"
"Potri.003G105200"	1	1	0	0	"0"	"0"
"Potri.003G105300"	1	0	0	0	"0"	"0"
"Potri.003G105400"	1	0	1	1	"0"	"0"
"Potri.003G105500"	1	0	0	0	"0"	"0"
"Potri.003G105600"	1	0	0	0	"0"	"0"
"Potri.003G105700"	1	0	1	1	"0"	"0"
"Potri.003G105800"	0	0	0	0	"0"	"0"
"Potri.003G105900"	1	0	0	0	"0"	"1"
"Potri.003G106000"	1	1	0	0	"0"	"1"
"Potri.003G106100"	0	0	0	0	"0"	"1"
"Potri.003G106200"	1	1	0	0	"0"	"0"
"Potri.003G106300"	1	1	0	0	"0"	"0"
"Potri.003G106400"	0	0	0	0	"0"	"0"
"Potri.003G106500"	1	0	0	0	"0"	"0"
"Potri.003G106600"	1	0	0	0	"0"	"0"
"Potri.003G106700"	1	0	1	0	"0"	"0"
"Potri.003G106800"	0	0	0	0	"0"	"0"
"Potri.003G106900"	0	0	0	0	"0"	"0"
"Potri.003G107000"	1	1	0	0	"0"	"0"
"Potri.003G107100"	1	1	0	0	"0"	"0"
"Potri.003G107200"	1	1	0	0	"0"	"0"
"Potri.003G107300"	1	1	0	0	"0"	"1"
"Potri.003G107400"	0	0	0	0	"0"	"1"
"Potri.003G107500"	1	0	0	0	"0"	"0"
"Potri.003G107600"	0	0	0	0	"0"	"0"
"Potri.003G107700"	1	0	0	0	"0"	"0"
"Potri.003G107800"	0	0	1	1	"0"	"0"
"Potri.003G107900"	1	0	1	1	"0"	"1"
"Potri.003G108000"	1	0	1	0	"0"	"0"
"Potri.003G108100"	0	0	0	0	"0"	"1"
"Potri.003G108200"	0	0	0	0	"0"	"0"
"Potri.003G108300"	0	0	0	0	"0"	"0"
"Potri.003G108400"	0	0	1	0	"0"	"0"
"Potri.003G108500"	0	0	1	0	"0"	"0"
"Potri.003G108600"	0	0	0	0	"0"	"0"
"Potri.003G108700"	0	0	0	0	"0"	"1"
"Potri.003G108800"	1	0	0	0	"0"	"1"
"Potri.003G108900"	0	0	1	0	"0"	"0"
"Potri.003G109000"	1	1	1	0	"0"	"0"
"Potri.003G109100"	1	1	0	0	"0"	"1"
"Potri.003G109200"	0	0	0	0	"0"	"0"
"Potri.003G109300"	1	0	0	0	"0"	"0"
"Potri.003G109400"	1	0	0	0	"0"	"0"
"Potri.003G109500"	0	0	0	0	"0"	"0"
"Potri.003G109600"	0	0	0	0	"0"	"0"
"Potri.003G109700"	0	0	0	0	"0"	"0"
"Potri.003G109800"	0	0	0	0	"0"	"0"
"Potri.003G109900"	1	1	0	0	"0"	"0"
"Potri.003G110000"	1	1	0	0	"0"	"0"
"Potri.003G110100"	1	1	0	0	"0"	"0"
"Potri.003G110200"	1	0	0	0	"0"	"0"
"Potri.003G110300"	1	1	0	0	"0"	"0"
"Potri.003G110400"	0	0	0	0	"0"	"0"
"Potri.003G110500"	0	0	0	0	"0"	"0"
"Potri.003G110600"	1	0	0	0	"0"	"0"
"Potri.003G110700"	1	0	0	0	"0"	"1"
"Potri.003G110800"	0	0	0	0	"0"	"0"
"Potri.003G110900"	1	0	0	0	"0"	"0"
"Potri.003G111000"	0	0	1	1	"0"	"0"
"Potri.003G111100"	1	0	1	0	"0"	"0"
"Potri.003G111200"	0	0	0	0	"0"	"0"
"Potri.003G111300"	0	0	0	0	"0"	"0"
"Potri.003G111400"	0	0	0	0	"0"	"0"
"Potri.003G111500"	0	0	1	1	"0"	"0"
"Potri.003G111600"	0	0	0	0	"0"	"0"
"Potri.003G111700"	1	0	1	0	"0"	"1"
"Potri.003G111800"	0	0	0	0	"0"	"0"
"Potri.003G111900"	0	0	0	0	"0"	"0"
"Potri.003G112000"	0	0	1	1	"0"	"1"
"Potri.003G112100"	0	0	0	0	"0"	"1"
"Potri.003G112200"	1	0	0	0	"0"	"0"
"Potri.003G112300"	0	0	0	0	"0"	"0"
"Potri.003G112400"	0	0	1	1	"0"	"0"
"Potri.003G112500"	0	0	1	1	"0"	"0"
"Potri.003G112600"	0	0	0	0	"0"	"0"
"Potri.003G112700"	0	0	0	0	"0"	"0"
"Potri.003G112800"	0	0	0	0	"0"	"0"
"Potri.003G112900"	0	0	0	0	"0"	"0"
"Potri.003G113000"	0	0	0	0	"0"	"0"
"Potri.003G113100"	1	0	0	0	"0"	"0"
"Potri.003G113200"	0	0	0	0	"0"	"1"
"Potri.003G113300"	0	0	0	0	"0"	"1"
"Potri.003G113400"	1	0	0	0	"0"	"0"
"Potri.003G113500"	0	0	1	0	"0"	"0"
"Potri.003G113600"	0	0	0	0	"0"	"1"
"Potri.003G113700"	0	0	0	0	"0"	"0"
"Potri.003G113800"	0	0	0	0	"0"	"0"
"Potri.003G113900"	1	0	0	0	"0"	"0"
"Potri.003G114000"	1	0	0	0	"0"	"0"
"Potri.003G114100"	0	0	0	0	"0"	"0"
"Potri.003G114200"	1	0	0	0	"0"	"0"
"Potri.003G114300"	0	0	0	0	"0"	"0"
"Potri.003G114400"	1	0	1	1	"0"	"0"
"Potri.003G114500"	1	0	0	0	"0"	"0"
"Potri.003G114600"	1	0	0	0	"0"	"0"
"Potri.003G114700"	1	0	0	0	"0"	"0"
"Potri.003G114800"	1	0	0	0	"0"	"0"
"Potri.003G114900"	1	0	0	0	"0"	"0"
"Potri.003G115000"	1	0	0	0	"0"	"0"
"Potri.003G115100"	1	0	0	0	"0"	"0"
"Potri.003G115200"	1	0	0	0	"0"	"0"
"Potri.003G115300"	1	0	0	0	"0"	"0"
"Potri.003G115400"	1	0	0	0	"0"	"0"
"Potri.003G115500"	1	1	0	0	"0"	"0"
"Potri.003G115600"	1	0	0	0	"0"	"0"
"Potri.003G115700"	0	0	0	0	"0"	"0"
"Potri.003G115800"	1	1	0	0	"0"	"0"
"Potri.003G115900"	0	0	0	0	"0"	"0"
"Potri.003G116000"	0	0	1	0	"0"	"0"
"Potri.003G116100"	0	0	0	0	"0"	"0"
"Potri.003G116200"	0	0	1	0	"0"	"0"
"Potri.003G116300"	0	0	0	0	"0"	"1"
"Potri.003G116400"	1	0	0	0	"0"	"0"
"Potri.003G116500"	0	0	0	0	"0"	"0"
"Potri.003G116600"	0	0	0	0	"0"	"0"
"Potri.003G116700"	0	0	0	0	"0"	"0"
"Potri.003G116800"	0	0	0	0	"0"	"0"
"Potri.003G116900"	0	0	0	0	"0"	"0"
"Potri.003G117000"	1	0	0	0	"0"	"0"
"Potri.003G117100"	1	0	1	0	"0"	"0"
"Potri.003G117200"	0	0	0	0	"0"	"0"
"Potri.003G117300"	1	0	0	0	"0"	"0"
"Potri.003G117400"	0	0	1	1	"0"	"0"
"Potri.003G117500"	0	0	0	0	"0"	"0"
"Potri.003G117600"	0	0	0	0	"0"	"0"
"Potri.003G117700"	1	0	0	0	"0"	"1"
"Potri.003G117800"	0	0	0	0	"0"	"0"
"Potri.003G117900"	0	0	0	0	"0"	"0"
"Potri.003G118000"	0	0	0	0	"0"	"0"
"Potri.003G118100"	0	0	1	1	"0"	"0"
"Potri.003G118200"	0	0	1	0	"0"	"0"
"Potri.003G118300"	1	0	0	0	"0"	"0"
"Potri.003G118400"	1	0	0	0	"0"	"0"
"Potri.003G118500"	0	0	0	0	"0"	"0"
"Potri.003G118600"	1	0	0	0	"0"	"1"
"Potri.003G118700"	0	0	1	1	"0"	"0"
"Potri.003G118800"	0	0	0	0	"0"	"1"
"Potri.003G118900"	0	0	0	0	"0"	"1"
"Potri.003G119000"	0	0	1	1	"0"	"1"
"Potri.003G119100"	0	0	0	0	"0"	"0"
"Potri.003G119200"	0	0	0	0	"0"	"1"
"Potri.003G119300"	1	0	0	0	"0"	"0"
"Potri.003G119400"	0	0	0	0	"0"	"0"
"Potri.003G119500"	1	0	0	0	"0"	"0"
"Potri.003G119600"	0	0	0	0	"0"	"0"
"Potri.003G119700"	0	0	0	0	"0"	"0"
"Potri.003G119800"	1	0	1	1	"0"	"1"
"Potri.003G119900"	0	0	0	0	"0"	"0"
"Potri.003G120000"	1	0	0	0	"0"	"1"
"Potri.003G120100"	1	0	0	0	"0"	"1"
"Potri.003G120200"	1	0	0	0	"0"	"0"
"Potri.003G120300"	1	0	0	0	"0"	"0"
"Potri.003G120400"	0	0	0	0	"0"	"0"
"Potri.003G120500"	0	0	0	0	"0"	"0"
"Potri.003G120600"	1	0	0	0	"0"	"0"
"Potri.003G120700"	0	0	0	0	"0"	"0"
"Potri.003G120800"	0	0	0	0	"0"	"0"
"Potri.003G120900"	1	0	0	0	"0"	"0"
"Potri.003G121000"	0	0	0	0	"0"	"0"
"Potri.003G121100"	0	0	0	0	"0"	"0"
"Potri.003G121200"	0	0	0	0	"0"	"0"
"Potri.003G121300"	0	0	0	0	"0"	"0"
"Potri.003G121400"	0	0	0	0	"0"	"0"
"Potri.003G121500"	0	0	0	0	"0"	"0"
"Potri.003G121600"	1	0	0	0	"0"	"0"
"Potri.003G121700"	1	0	0	0	"0"	"0"
"Potri.003G121800"	0	0	1	0	"0"	"1"
"Potri.003G121900"	1	0	0	0	"0"	"0"
"Potri.003G122000"	0	0	0	0	"0"	"0"
"Potri.003G122100"	0	0	0	0	"0"	"0"
"Potri.003G122200"	0	0	0	0	"0"	"0"
"Potri.003G122300"	1	0	1	1	"0"	"0"
"Potri.003G122400"	0	0	1	0	"0"	"0"
"Potri.003G122500"	0	0	0	0	"0"	"0"
"Potri.003G122600"	0	0	0	0	"0"	"0"
"Potri.003G122700"	0	0	0	0	"0"	"0"
"Potri.003G122800"	0	0	0	0	"0"	"0"
"Potri.003G122900"	0	0	0	0	"0"	"0"
"Potri.003G123000"	0	0	0	0	"0"	"0"
"Potri.003G123100"	1	0	0	0	"0"	"0"
"Potri.003G123200"	1	0	0	0	"0"	"0"
"Potri.003G123300"	1	0	0	0	"0"	"0"
"Potri.003G123400"	0	0	0	0	"0"	"0"
"Potri.003G123500"	1	0	0	0	"0"	"0"
"Potri.003G123600"	1	0	0	0	"0"	"0"
"Potri.003G123700"	0	0	0	0	"0"	"0"
"Potri.003G123800"	1	0	0	0	"0"	"0"
"Potri.003G123900"	1	0	1	1	"0"	"0"
"Potri.003G124000"	1	0	0	0	"0"	"0"
"Potri.003G124100"	1	0	0	0	"0"	"1"
"Potri.003G124200"	1	0	1	0	"0"	"0"
"Potri.003G124300"	0	0	0	0	"0"	"0"
"Potri.003G124400"	0	0	0	0	"0"	"0"
"Potri.003G124500"	0	0	0	0	"0"	"0"
"Potri.003G124600"	1	0	0	0	"0"	"0"
"Potri.003G124700"	1	0	0	0	"0"	"0"
"Potri.003G124800"	0	0	0	0	"0"	"0"
"Potri.003G124900"	0	0	1	0	"0"	"0"
"Potri.003G125000"	0	0	0	0	"0"	"0"
"Potri.003G125100"	0	0	0	0	"0"	"0"
"Potri.003G125200"	0	0	0	0	"0"	"0"
"Potri.003G125300"	0	0	0	0	"0"	"0"
"Potri.003G125400"	0	0	1	1	"0"	"0"
"Potri.003G125500"	0	0	0	0	"0"	"0"
"Potri.003G125600"	0	0	0	0	"0"	"1"
"Potri.003G125700"	0	0	0	0	"0"	"0"
"Potri.003G125800"	1	0	0	0	"0"	"0"
"Potri.003G125900"	0	0	0	0	"0"	"0"
"Potri.003G126000"	1	0	0	0	"0"	"0"
"Potri.003G126100"	1	0	0	0	"0"	"0"
"Potri.003G126200"	0	0	0	0	"0"	"0"
"Potri.003G126300"	0	0	0	0	"0"	"1"
"Potri.003G126400"	0	0	0	0	"0"	"1"
"Potri.003G126500"	1	0	0	0	"0"	"1"
"Potri.003G126600"	1	1	0	0	"0"	"0"
"Potri.003G126700"	1	0	0	0	"0"	"0"
"Potri.003G126800"	1	0	0	0	"0"	"0"
"Potri.003G126900"	1	0	0	0	"0"	"0"
"Potri.003G127000"	0	0	0	0	"0"	"0"
"Potri.003G127100"	1	0	0	0	"0"	"0"
"Potri.003G127200"	1	1	0	0	"0"	"1"
"Potri.003G127300"	1	1	0	0	"0"	"1"
"Potri.003G127400"	1	1	0	0	"0"	"0"
"Potri.003G127500"	1	0	0	0	"0"	"0"
"Potri.003G127600"	1	0	0	0	"0"	"0"
"Potri.003G127700"	1	0	0	0	"0"	"0"
"Potri.003G127800"	0	0	0	0	"0"	"0"
"Potri.003G127900"	1	0	0	0	"0"	"0"
"Potri.003G128000"	0	0	0	0	"0"	"0"
"Potri.003G128100"	0	0	0	0	"0"	"0"
"Potri.003G128200"	1	0	0	0	"0"	"0"
"Potri.003G128300"	0	0	0	0	"0"	"0"
"Potri.003G128400"	0	0	0	0	"0"	"0"
"Potri.003G128500"	1	1	0	0	"0"	"0"
"Potri.003G128600"	0	0	0	0	"0"	"0"
"Potri.003G128700"	1	0	0	0	"0"	"0"
"Potri.003G128800"	0	0	0	0	"0"	"0"
"Potri.003G128900"	0	0	0	0	"0"	"0"
"Potri.003G129000"	1	0	0	0	"0"	"0"
"Potri.003G129100"	0	0	0	0	"0"	"0"
"Potri.003G129200"	0	0	0	0	"0"	"0"
"Potri.003G129300"	1	0	0	0	"0"	"0"
"Potri.003G129400"	0	0	1	0	"0"	"1"
"Potri.003G129500"	1	1	0	0	"0"	"0"
"Potri.003G129600"	0	0	0	0	"0"	"0"
"Potri.003G129700"	0	0	0	0	"0"	"0"
"Potri.003G129800"	1	0	0	0	"0"	"0"
"Potri.003G129900"	1	0	0	0	"0"	"0"
"Potri.003G130000"	1	0	0	0	"0"	"0"
"Potri.003G130100"	1	0	0	0	"0"	"0"
"Potri.003G130200"	1	0	0	0	"0"	"0"
"Potri.003G130300"	1	1	0	0	"0"	"0"
"Potri.003G130400"	1	1	0	0	"0"	"0"
"Potri.003G130500"	0	0	0	0	"0"	"0"
"Potri.003G130600"	0	0	0	0	"0"	"0"
"Potri.003G130700"	1	0	0	0	"0"	"0"
"Potri.003G130800"	1	0	0	0	"0"	"0"
"Potri.003G130900"	0	0	0	0	"0"	"0"
"Potri.003G131000"	0	0	1	0	"0"	"0"
"Potri.003G131100"	0	0	0	0	"0"	"0"
"Potri.003G131200"	0	0	0	0	"0"	"0"
"Potri.003G131300"	0	0	0	0	"0"	"1"
"Potri.003G131400"	0	0	0	0	"0"	"0"
"Potri.003G131500"	0	0	0	0	"0"	"0"
"Potri.003G131600"	0	0	0	0	"0"	"0"
"Potri.003G131700"	0	0	0	0	"0"	"0"
"Potri.003G131800"	0	0	0	0	"0"	"0"
"Potri.003G131900"	0	0	0	0	"0"	"0"
"Potri.003G132000"	0	0	0	0	"0"	"0"
"Potri.003G132100"	0	0	1	1	"0"	"0"
"Potri.003G132200"	0	0	0	0	"0"	"0"
"Potri.003G132300"	0	0	0	0	"0"	"0"
"Potri.003G132400"	1	0	0	0	"0"	"0"
"Potri.003G132500"	1	0	0	0	"0"	"0"
"Potri.003G132600"	1	0	0	0	"0"	"0"
"Potri.003G132700"	0	0	0	0	"0"	"0"
"Potri.003G132800"	1	0	0	0	"0"	"0"
"Potri.003G132900"	1	0	0	0	"0"	"1"
"Potri.003G133000"	1	1	0	0	"0"	"0"
"Potri.003G133100"	1	0	0	0	"0"	"0"
"Potri.003G133200"	0	0	0	0	"0"	"0"
"Potri.003G133300"	0	0	1	1	"0"	"0"
"Potri.003G133400"	0	0	0	0	"0"	"0"
"Potri.003G133500"	0	0	0	0	"0"	"0"
"Potri.003G133600"	1	0	0	0	"0"	"0"
"Potri.003G133700"	0	0	1	0	"0"	"0"
"Potri.003G133800"	1	1	1	1	"0"	"0"
"Potri.003G133900"	1	1	0	0	"0"	"0"
"Potri.003G134000"	1	0	0	0	"0"	"0"
"Potri.003G134100"	0	0	0	0	"0"	"0"
"Potri.003G134200"	1	0	0	0	"0"	"0"
"Potri.003G134300"	0	0	0	0	"0"	"0"
"Potri.003G134400"	0	0	0	0	"0"	"0"
"Potri.003G134500"	0	0	0	0	"0"	"0"
"Potri.003G134600"	0	0	0	0	"0"	"0"
"Potri.003G134700"	0	0	0	0	"0"	"1"
"Potri.003G134800"	0	0	1	1	"0"	"1"
"Potri.003G134900"	1	0	0	0	"0"	"0"
"Potri.003G135000"	1	0	0	0	"0"	"0"
"Potri.003G135100"	1	0	0	0	"0"	"0"
"Potri.003G135200"	1	0	0	0	"0"	"0"
"Potri.003G135300"	1	0	0	0	"0"	"0"
"Potri.003G135400"	0	0	0	0	"0"	"1"
"Potri.003G135500"	0	0	0	0	"0"	"1"
"Potri.003G135600"	1	0	1	1	"0"	"0"
"Potri.003G135700"	0	0	0	0	"0"	"0"
"Potri.003G135800"	0	0	0	0	"0"	"0"
"Potri.003G135900"	0	0	0	0	"0"	"0"
"Potri.003G136000"	1	0	0	0	"0"	"0"
"Potri.003G136100"	0	0	0	0	"0"	"0"
"Potri.003G136200"	0	0	0	0	"0"	"0"
"Potri.003G136300"	1	0	1	1	"0"	"0"
"Potri.003G136400"	0	0	0	0	"0"	"0"
"Potri.003G136500"	1	0	1	0	"0"	"0"
"Potri.003G136600"	0	0	0	0	"0"	"0"
"Potri.003G136700"	0	0	0	0	"0"	"0"
"Potri.003G136800"	1	0	0	0	"0"	"0"
"Potri.003G136900"	0	0	0	0	"0"	"0"
"Potri.003G137000"	0	0	0	0	"0"	"0"
"Potri.003G137100"	1	0	1	0	"0"	"0"
"Potri.003G137200"	1	0	1	1	"0"	"0"
"Potri.003G137300"	0	0	0	0	"0"	"0"
"Potri.003G137400"	0	0	0	0	"0"	"0"
"Potri.003G137500"	0	0	0	0	"0"	"0"
"Potri.003G137600"	0	0	0	0	"0"	"0"
"Potri.003G137700"	0	0	0	0	"0"	"0"
"Potri.003G137800"	0	0	0	0	"0"	"0"
"Potri.003G137900"	1	0	0	0	"0"	"0"
"Potri.003G138000"	0	0	0	0	"0"	"0"
"Potri.003G138100"	0	0	0	0	"0"	"0"
"Potri.003G138200"	0	0	0	0	"0"	"0"
"Potri.003G138300"	1	0	0	0	"0"	"0"
"Potri.003G138400"	0	0	0	0	"0"	"0"
"Potri.003G138500"	0	0	0	0	"0"	"0"
"Potri.003G138600"	0	0	0	0	"0"	"0"
"Potri.003G138700"	0	0	0	0	"0"	"0"
"Potri.003G138800"	0	0	0	0	"0"	"0"
"Potri.003G138900"	0	0	0	0	"0"	"1"
"Potri.003G139000"	1	0	0	0	"0"	"0"
"Potri.003G139100"	1	0	1	1	"0"	"0"
"Potri.003G139200"	1	0	1	0	"0"	"0"
"Potri.003G139300"	0	0	1	0	"0"	"0"
"Potri.003G139400"	1	0	1	1	"0"	"0"
"Potri.003G139500"	0	0	0	0	"0"	"0"
"Potri.003G139600"	0	0	0	0	"0"	"0"
"Potri.003G139700"	1	0	0	0	"0"	"0"
"Potri.003G139800"	0	0	0	0	"0"	"0"
"Potri.003G139900"	0	0	0	0	"0"	"0"
"Potri.003G140000"	1	0	0	0	"0"	"0"
"Potri.003G140100"	0	0	0	0	"0"	"0"
"Potri.003G140200"	0	0	0	0	"0"	"0"
"Potri.003G140300"	0	0	0	0	"0"	"0"
"Potri.003G140400"	0	0	0	0	"0"	"0"
"Potri.003G140500"	1	0	0	0	"0"	"0"
"Potri.003G140600"	1	0	0	0	"0"	"0"
"Potri.003G140700"	1	0	1	1	"0"	"0"
"Potri.003G140800"	0	0	1	0	"0"	"1"
"Potri.003G140900"	1	1	1	0	"0"	"1"
"Potri.003G141000"	1	1	0	0	"0"	"1"
"Potri.003G141100"	1	0	1	1	"0"	"1"
"Potri.003G141200"	0	0	0	0	"0"	"0"
"Potri.003G141300"	0	0	0	0	"0"	"0"
"Potri.003G141400"	0	0	0	0	"0"	"0"
"Potri.003G141500"	0	0	0	0	"0"	"0"
"Potri.003G141600"	1	1	0	0	"0"	"0"
"Potri.003G141700"	0	0	0	0	"0"	"0"
"Potri.003G141800"	0	0	0	0	"0"	"0"
"Potri.003G141900"	0	0	0	0	"0"	"0"
"Potri.003G142000"	0	0	1	1	"0"	"0"
"Potri.003G142100"	0	0	1	1	"0"	"0"
"Potri.003G142200"	0	0	0	0	"0"	"0"
"Potri.003G142300"	0	0	0	0	"0"	"0"
"Potri.003G142400"	0	0	0	0	"0"	"0"
"Potri.003G142500"	0	0	0	0	"0"	"0"
"Potri.003G142600"	0	0	0	0	"0"	"0"
"Potri.003G142700"	1	0	1	1	"0"	"0"
"Potri.003G142800"	0	0	1	0	"0"	"0"
"Potri.003G142900"	1	0	0	0	"0"	"0"
"Potri.003G143000"	1	0	0	0	"0"	"0"
"Potri.003G143100"	0	0	0	0	"0"	"0"
"Potri.003G143200"	1	0	0	0	"0"	"0"
"Potri.003G143300"	0	0	0	0	"0"	"0"
"Potri.003G143400"	0	0	0	0	"0"	"0"
"Potri.003G143500"	1	0	0	0	"0"	"0"
"Potri.003G143600"	1	0	0	0	"0"	"1"
"Potri.003G143700"	1	0	0	0	"0"	"1"
"Potri.003G143800"	1	0	0	0	"0"	"0"
"Potri.003G143900"	0	0	0	0	"0"	"0"
"Potri.003G144000"	0	0	0	0	"0"	"0"
"Potri.003G144100"	0	0	0	0	"0"	"0"
"Potri.003G144200"	0	0	0	0	"0"	"0"
"Potri.003G144300"	0	0	0	0	"0"	"0"
"Potri.003G144400"	0	0	0	0	"0"	"0"
"Potri.003G144500"	0	0	0	0	"0"	"0"
"Potri.003G144600"	1	0	0	0	"0"	"0"
"Potri.003G144700"	1	0	0	0	"0"	"0"
"Potri.003G144800"	1	0	0	0	"0"	"0"
"Potri.003G144900"	0	0	1	0	"0"	"0"
"Potri.003G145000"	0	0	0	0	"0"	"0"
"Potri.003G145100"	1	0	0	0	"0"	"0"
"Potri.003G145200"	1	0	1	1	"0"	"0"
"Potri.003G145300"	1	0	0	0	"0"	"0"
"Potri.003G145400"	0	0	0	0	"0"	"0"
"Potri.003G145500"	0	0	1	1	"0"	"1"
"Potri.003G145600"	1	0	1	1	"0"	"0"
"Potri.003G145700"	1	0	0	0	"0"	"0"
