"gene"	"ark1B"	"ark2B"	"blrB"	"polB"	"revB"	"pcnB"
"Potri.015G108300"	1	0	0	0	"0"	"0"
"Potri.015G108400"	0	0	1	1	"0"	"0"
"Potri.015G108500"	0	0	1	0	"0"	"0"
"Potri.015G108600"	0	0	0	0	"0"	"0"
"Potri.015G108700"	0	0	0	0	"0"	"1"
"Potri.015G108800"	0	0	0	0	"0"	"0"
"Potri.015G108900"	1	0	0	0	"0"	"0"
"Potri.015G109000"	0	0	1	1	"0"	"0"
"Potri.015G109100"	0	0	0	0	"0"	"0"
"Potri.015G109200"	1	0	0	0	"0"	"1"
"Potri.015G109300"	0	0	0	0	"0"	"0"
"Potri.015G109400"	1	0	0	0	"0"	"0"
"Potri.015G109500"	1	0	0	0	"0"	"1"
"Potri.015G109600"	0	0	0	0	"0"	"0"
"Potri.015G109700"	1	0	1	0	"0"	"1"
"Potri.015G109800"	1	0	1	0	"0"	"1"
"Potri.015G109900"	0	0	0	0	"0"	"0"
"Potri.015G110000"	1	0	0	0	"0"	"0"
"Potri.015G110100"	1	0	0	0	"0"	"1"
"Potri.015G110200"	0	0	1	1	"0"	"0"
"Potri.015G110300"	0	0	1	0	"0"	"0"
"Potri.015G110400"	1	1	0	0	"0"	"0"
"Potri.015G110500"	1	1	0	0	"0"	"0"
"Potri.015G110600"	0	0	1	1	"0"	"0"
"Potri.015G110700"	0	0	1	1	"0"	"0"
"Potri.015G110800"	1	0	0	0	"0"	"0"
"Potri.015G110900"	1	0	0	0	"0"	"0"
"Potri.015G111000"	0	0	1	1	"0"	"0"
"Potri.015G111100"	0	0	0	0	"0"	"0"
"Potri.015G111200"	1	0	1	1	"0"	"0"
"Potri.015G111300"	1	0	0	0	"1"	"0"
"Potri.015G111400"	1	0	0	0	"1"	"0"
"Potri.015G111500"	1	0	0	0	"1"	"0"
"Potri.015G111600"	1	0	0	0	"0"	"0"
"Potri.015G111700"	0	0	0	0	"0"	"0"
"Potri.015G111800"	0	0	0	0	"0"	"0"
"Potri.015G111900"	0	0	0	0	"0"	"0"
"Potri.015G112000"	0	0	0	0	"0"	"0"
"Potri.015G112100"	0	0	0	0	"0"	"0"
"Potri.015G112200"	0	0	0	0	"0"	"0"
"Potri.015G112300"	0	0	0	0	"0"	"0"
"Potri.015G112400"	1	0	0	0	"0"	"0"
"Potri.015G112500"	1	0	0	0	"0"	"0"
"Potri.015G112600"	0	0	0	0	"0"	"0"
"Potri.015G112700"	1	0	0	0	"0"	"0"
"Potri.015G112800"	0	0	0	0	"0"	"0"
"Potri.015G112900"	1	0	1	1	"0"	"1"
"Potri.015G113000"	1	0	0	0	"0"	"0"
"Potri.015G113100"	0	0	0	0	"0"	"0"
"Potri.015G113200"	0	0	0	0	"0"	"0"
"Potri.015G113300"	0	0	1	0	"0"	"0"
"Potri.015G113400"	0	0	0	0	"0"	"0"
"Potri.015G113500"	0	0	0	0	"0"	"0"
"Potri.015G113600"	0	0	0	0	"0"	"0"
"Potri.015G113700"	0	0	0	0	"0"	"0"
"Potri.015G113800"	0	0	0	0	"0"	"0"
"Potri.015G113900"	0	0	0	0	"0"	"0"
"Potri.015G114000"	0	0	0	0	"0"	"0"
"Potri.015G114100"	0	0	0	0	"0"	"0"
"Potri.015G114200"	0	0	0	0	"0"	"0"
"Potri.015G114300"	0	0	0	0	"0"	"0"
"Potri.015G114400"	0	0	0	0	"0"	"0"
"Potri.015G114500"	0	0	0	0	"0"	"0"
"Potri.015G114600"	0	0	0	0	"0"	"0"
"Potri.015G114700"	0	0	0	0	"0"	"0"
"Potri.015G114800"	0	0	0	0	"0"	"0"
"Potri.015G114900"	0	0	0	0	"0"	"0"
"Potri.015G115000"	0	0	0	0	"0"	"0"
"Potri.015G115100"	0	0	0	0	"0"	"0"
"Potri.015G115200"	0	0	0	0	"0"	"0"
"Potri.015G115300"	0	0	0	0	"0"	"0"
"Potri.015G115400"	0	0	0	0	"0"	"0"
"Potri.015G115500"	0	0	0	0	"0"	"0"
"Potri.015G115600"	0	0	0	0	"0"	"0"
"Potri.015G115700"	0	0	0	0	"0"	"0"
"Potri.015G115800"	0	0	0	0	"0"	"0"
"Potri.015G115900"	0	0	0	0	"0"	"0"
"Potri.015G116000"	0	0	0	0	"0"	"0"
"Potri.015G116100"	0	0	0	0	"0"	"0"
"Potri.015G116200"	0	0	0	0	"0"	"0"
"Potri.015G116300"	0	0	0	0	"0"	"0"
"Potri.015G116400"	0	0	0	0	"0"	"0"
"Potri.015G116500"	0	0	0	0	"0"	"0"
"Potri.015G116600"	0	0	0	0	"0"	"0"
"Potri.015G116700"	0	0	0	0	"0"	"0"
"Potri.015G116800"	0	0	0	0	"0"	"0"
"Potri.015G116900"	0	0	0	0	"0"	"0"
"Potri.015G117000"	0	0	0	0	"0"	"0"
"Potri.015G117100"	0	0	0	0	"0"	"0"
"Potri.015G117200"	0	0	0	0	"0"	"0"
"Potri.015G117300"	0	0	0	0	"0"	"0"
"Potri.015G117400"	0	0	0	0	"0"	"0"
"Potri.015G117500"	0	0	0	0	"0"	"0"
"Potri.015G117600"	0	0	0	0	"0"	"0"
"Potri.015G117700"	0	0	0	0	"0"	"0"
"Potri.015G117800"	0	0	0	0	"0"	"0"
"Potri.015G117900"	0	0	0	0	"0"	"0"
"Potri.015G118000"	0	0	0	0	"0"	"1"
"Potri.015G118100"	0	0	0	0	"0"	"0"
"Potri.015G118200"	1	0	0	0	"0"	"0"
"Potri.015G118300"	1	0	0	0	"0"	"0"
"Potri.015G118400"	0	0	0	0	"0"	"1"
"Potri.015G118500"	1	0	0	0	"0"	"1"
"Potri.015G118600"	0	0	0	0	"0"	"1"
"Potri.015G118700"	0	0	0	0	"0"	"0"
"Potri.015G118800"	0	0	0	0	"0"	"0"
"Potri.015G118900"	0	0	0	0	"0"	"0"
"Potri.015G119000"	1	0	0	0	"0"	"0"
"Potri.015G119100"	1	0	0	0	"0"	"0"
"Potri.015G119200"	1	0	0	0	"0"	"0"
"Potri.015G119300"	1	0	0	0	"0"	"0"
"Potri.015G119400"	0	0	0	0	"0"	"0"
"Potri.015G119500"	0	0	0	0	"0"	"0"
"Potri.015G119600"	0	0	0	0	"0"	"0"
"Potri.015G119700"	1	0	0	0	"0"	"0"
"Potri.015G119800"	0	0	0	0	"0"	"0"
"Potri.015G119900"	0	0	0	0	"0"	"0"
"Potri.015G120000"	0	0	0	0	"0"	"0"
"Potri.015G120100"	0	0	0	0	"0"	"0"
"Potri.015G120200"	0	0	0	0	"0"	"0"
"Potri.015G120300"	0	0	0	0	"0"	"0"
"Potri.015G120400"	1	0	0	0	"0"	"0"
"Potri.015G120500"	0	0	0	0	"0"	"0"
"Potri.015G120600"	0	0	0	0	"0"	"0"
"Potri.015G120700"	0	0	0	0	"0"	"0"
"Potri.015G120800"	0	0	0	0	"0"	"0"
"Potri.015G120900"	0	0	0	0	"0"	"0"
"Potri.015G121000"	1	0	0	0	"0"	"0"
"Potri.015G121100"	1	0	0	0	"0"	"0"
"Potri.015G121200"	1	0	1	0	"0"	"0"
"Potri.015G121300"	0	0	0	0	"0"	"0"
"Potri.015G121400"	1	0	0	0	"0"	"0"
"Potri.015G121500"	0	0	0	0	"0"	"1"
"Potri.015G121600"	1	0	0	0	"0"	"1"
"Potri.015G121700"	1	0	0	0	"0"	"0"
"Potri.015G121800"	0	0	0	0	"0"	"0"
"Potri.015G121900"	0	0	0	0	"0"	"0"
"Potri.015G122000"	0	0	0	0	"0"	"0"
"Potri.015G122100"	0	0	0	0	"0"	"0"
"Potri.015G122200"	1	0	0	0	"0"	"0"
"Potri.015G122300"	0	0	0	0	"0"	"0"
"Potri.015G122400"	1	0	0	0	"0"	"0"
"Potri.015G122500"	0	0	0	0	"0"	"0"
"Potri.015G122600"	0	0	0	0	"0"	"0"
"Potri.015G122700"	0	0	0	0	"0"	"0"
"Potri.015G122800"	0	0	0	0	"0"	"0"
"Potri.015G122900"	0	0	0	0	"0"	"0"
"Potri.015G123000"	0	0	0	0	"0"	"0"
"Potri.015G123100"	0	0	0	0	"0"	"0"
"Potri.015G123200"	0	0	0	0	"0"	"0"
"Potri.015G123300"	0	0	0	0	"0"	"0"
"Potri.015G123400"	0	0	0	0	"0"	"0"
"Potri.015G123500"	0	0	0	0	"0"	"0"
"Potri.015G123600"	0	0	0	0	"0"	"0"
"Potri.015G123700"	0	0	0	0	"0"	"0"
"Potri.015G123800"	0	0	0	0	"0"	"0"
"Potri.015G123900"	0	0	0	0	"0"	"0"
"Potri.015G124000"	0	0	0	0	"0"	"0"
"Potri.015G124100"	0	0	0	0	"0"	"0"
"Potri.015G124200"	0	0	0	0	"0"	"0"
"Potri.015G124300"	0	0	0	0	"0"	"0"
"Potri.015G124400"	0	0	0	0	"0"	"0"
"Potri.015G124500"	1	0	0	0	"0"	"0"
"Potri.015G124600"	0	0	0	0	"0"	"1"
"Potri.015G124700"	1	1	0	0	"0"	"0"
"Potri.015G124800"	1	1	0	0	"0"	"1"
"Potri.015G124900"	0	0	0	0	"0"	"0"
"Potri.015G125000"	0	0	0	0	"0"	"0"
"Potri.015G125100"	1	0	0	0	"0"	"0"
"Potri.015G125200"	1	0	0	0	"0"	"0"
"Potri.015G125300"	1	0	0	0	"0"	"0"
"Potri.015G125400"	1	0	0	0	"0"	"0"
"Potri.015G125500"	0	0	0	0	"0"	"0"
"Potri.015G125600"	0	0	0	0	"0"	"0"
"Potri.015G125700"	0	0	0	0	"0"	"0"
"Potri.015G125800"	0	0	0	0	"0"	"0"
"Potri.015G125900"	0	0	0	0	"0"	"0"
"Potri.015G126000"	0	0	0	0	"0"	"0"
"Potri.015G126100"	0	0	0	0	"0"	"0"
"Potri.015G126200"	0	0	0	0	"0"	"0"
"Potri.015G126300"	1	0	0	0	"0"	"0"
"Potri.015G126400"	1	0	0	0	"0"	"0"
"Potri.015G126500"	0	0	0	0	"0"	"0"
"Potri.015G126600"	0	0	0	0	"0"	"0"
"Potri.015G126700"	0	0	0	0	"0"	"0"
"Potri.015G126800"	1	0	0	0	"0"	"0"
"Potri.015G126900"	0	0	0	0	"0"	"0"
"Potri.015G127000"	0	0	0	0	"0"	"1"
"Potri.015G127100"	0	0	0	0	"0"	"0"
"Potri.015G127200"	0	0	0	0	"0"	"0"
"Potri.015G127300"	0	0	0	0	"0"	"1"
"Potri.015G127400"	0	0	0	0	"0"	"0"
"Potri.015G127500"	0	0	0	0	"0"	"0"
"Potri.015G127600"	0	0	0	0	"0"	"0"
"Potri.015G127700"	0	0	0	0	"0"	"0"
"Potri.015G127800"	0	0	0	0	"0"	"0"
"Potri.015G127900"	0	0	1	0	"0"	"0"
"Potri.015G128000"	0	0	0	0	"0"	"0"
"Potri.015G128100"	0	0	0	0	"0"	"0"
"Potri.015G128200"	0	0	0	0	"0"	"0"
"Potri.015G128300"	0	0	0	0	"0"	"0"
"Potri.015G128400"	0	0	0	0	"0"	"0"
"Potri.015G128500"	0	0	0	0	"0"	"0"
"Potri.015G128600"	1	0	1	1	"0"	"0"
"Potri.015G128700"	0	0	0	0	"0"	"0"
"Potri.015G128800"	0	0	0	0	"0"	"0"
"Potri.015G128900"	0	0	0	0	"0"	"0"
"Potri.015G129000"	1	1	0	0	"0"	"1"
"Potri.015G129100"	0	0	0	0	"0"	"0"
"Potri.015G129200"	1	1	0	0	"0"	"0"
"Potri.015G129300"	1	0	0	0	"0"	"0"
"Potri.015G129400"	0	0	0	0	"0"	"0"
"Potri.015G129500"	1	0	0	0	"0"	"0"
"Potri.015G129600"	1	0	0	0	"0"	"0"
"Potri.015G129700"	0	0	0	0	"0"	"0"
"Potri.015G129800"	1	0	1	0	"0"	"1"
"Potri.015G129900"	1	0	1	1	"0"	"0"
"Potri.015G130000"	1	0	1	1	"0"	"1"
"Potri.015G130100"	1	0	0	0	"0"	"0"
"Potri.015G130200"	0	0	0	0	"0"	"0"
"Potri.015G130300"	0	0	0	0	"0"	"0"
"Potri.015G130400"	0	0	0	0	"0"	"0"
"Potri.015G130500"	0	0	0	0	"0"	"0"
"Potri.015G130600"	1	0	0	0	"0"	"1"
"Potri.015G130700"	1	0	0	0	"0"	"1"
"Potri.015G130800"	0	0	0	0	"0"	"0"
"Potri.015G130900"	1	0	0	0	"0"	"0"
"Potri.015G131000"	0	0	0	0	"0"	"0"
"Potri.015G131100"	1	0	0	0	"0"	"0"
"Potri.015G131200"	1	0	1	0	"0"	"0"
"Potri.015G131300"	0	0	1	0	"0"	"0"
"Potri.015G131400"	0	0	0	0	"0"	"1"
"Potri.015G131500"	0	0	0	0	"0"	"0"
"Potri.015G131600"	1	0	0	0	"0"	"0"
"Potri.015G131700"	1	0	0	0	"0"	"1"
"Potri.015G131800"	0	0	0	0	"0"	"0"
"Potri.015G131900"	0	0	0	0	"0"	"0"
"Potri.015G132000"	0	0	1	1	"0"	"0"
"Potri.015G132100"	1	0	1	0	"0"	"0"
"Potri.015G132200"	0	0	0	0	"0"	"0"
"Potri.015G132300"	1	0	0	0	"0"	"0"
"Potri.015G132400"	1	0	0	0	"0"	"0"
"Potri.015G132500"	1	0	0	0	"0"	"1"
"Potri.015G132600"	0	0	0	0	"0"	"0"
"Potri.015G132700"	0	0	0	0	"0"	"0"
"Potri.015G132800"	0	0	0	0	"0"	"1"
"Potri.015G132900"	0	0	0	0	"0"	"0"
"Potri.015G133000"	0	0	0	0	"0"	"1"
"Potri.015G133100"	0	0	0	0	"0"	"1"
"Potri.015G133200"	0	0	0	0	"0"	"0"
"Potri.015G133300"	0	0	0	0	"0"	"0"
"Potri.015G133400"	1	0	1	1	"0"	"0"
"Potri.015G133500"	0	0	0	0	"0"	"0"
"Potri.015G133600"	0	0	1	0	"0"	"0"
"Potri.015G133700"	0	0	0	0	"0"	"0"
"Potri.015G133800"	0	0	0	0	"0"	"0"
"Potri.015G133900"	0	0	0	0	"0"	"0"
"Potri.015G134000"	0	0	0	0	"0"	"0"
"Potri.015G134100"	0	0	0	0	"0"	"0"
"Potri.015G134200"	0	0	0	0	"0"	"0"
"Potri.015G134300"	0	0	0	0	"0"	"0"
"Potri.015G134400"	0	0	0	0	"0"	"0"
"Potri.015G134500"	0	0	0	0	"0"	"0"
"Potri.015G134600"	0	0	0	0	"0"	"0"
"Potri.015G134700"	0	0	0	0	"0"	"0"
"Potri.015G134800"	0	0	0	0	"0"	"0"
"Potri.015G134900"	0	0	0	0	"0"	"0"
"Potri.015G135000"	1	0	0	0	"0"	"0"
"Potri.015G135100"	1	0	0	0	"0"	"0"
"Potri.015G135200"	0	0	0	0	"0"	"0"
"Potri.015G135300"	0	0	0	0	"0"	"0"
"Potri.015G135400"	0	0	0	0	"0"	"0"
"Potri.015G135500"	0	0	0	0	"0"	"0"
"Potri.015G135600"	0	0	0	0	"0"	"1"
"Potri.015G135700"	0	0	0	0	"0"	"0"
"Potri.015G135800"	1	0	0	0	"0"	"0"
"Potri.015G135900"	0	0	0	0	"0"	"0"
"Potri.015G136000"	0	0	0	0	"0"	"0"
"Potri.015G136100"	0	0	0	0	"0"	"0"
"Potri.015G136200"	0	0	0	0	"0"	"0"
"Potri.015G136300"	0	0	0	0	"0"	"0"
"Potri.015G136400"	0	0	0	0	"0"	"0"
"Potri.015G136500"	1	0	0	0	"0"	"0"
"Potri.015G136600"	1	0	0	0	"0"	"0"
"Potri.015G136700"	1	0	0	0	"0"	"0"
"Potri.015G136800"	0	0	1	0	"0"	"1"
"Potri.015G136900"	0	0	1	1	"0"	"1"
"Potri.015G137000"	1	0	0	0	"0"	"1"
"Potri.015G137100"	1	1	0	0	"0"	"0"
"Potri.015G137200"	1	1	0	0	"0"	"0"
"Potri.015G137300"	0	0	0	0	"0"	"0"
"Potri.015G137400"	0	0	0	0	"0"	"0"
"Potri.015G137500"	0	0	0	0	"0"	"0"
"Potri.015G137600"	1	0	0	0	"0"	"0"
"Potri.015G137700"	0	0	0	0	"0"	"0"
"Potri.015G137800"	1	0	0	0	"0"	"0"
"Potri.015G137900"	0	0	0	0	"0"	"0"
"Potri.015G138000"	1	0	0	0	"0"	"0"
"Potri.015G138100"	1	0	0	0	"0"	"0"
"Potri.015G138200"	0	0	0	0	"0"	"0"
"Potri.015G138300"	0	0	0	0	"0"	"0"
"Potri.015G138400"	1	0	0	0	"0"	"0"
"Potri.015G138500"	1	0	0	0	"0"	"1"
"Potri.015G138600"	1	0	0	0	"0"	"1"
"Potri.015G138700"	1	0	0	0	"0"	"0"
"Potri.015G138800"	1	0	0	0	"0"	"0"
"Potri.015G138900"	0	0	0	0	"0"	"0"
"Potri.015G139000"	0	0	0	0	"0"	"0"
"Potri.015G139100"	0	0	0	0	"0"	"0"
"Potri.015G139200"	0	0	0	0	"0"	"0"
"Potri.015G139300"	1	1	0	0	"0"	"0"
"Potri.015G139400"	0	0	0	0	"0"	"0"
"Potri.015G139500"	0	0	0	0	"0"	"1"
"Potri.015G139600"	0	0	0	0	"0"	"0"
"Potri.015G139700"	1	0	0	0	"0"	"0"
"Potri.015G139800"	1	0	0	0	"0"	"0"
"Potri.015G139900"	0	0	0	0	"0"	"0"
"Potri.015G140000"	0	0	0	0	"0"	"0"
"Potri.015G140100"	1	1	0	0	"0"	"0"
"Potri.015G140200"	1	0	0	0	"0"	"0"
"Potri.015G140300"	0	0	0	0	"0"	"0"
"Potri.015G140400"	1	0	0	0	"0"	"0"
"Potri.015G140500"	1	0	0	0	"0"	"0"
"Potri.015G140600"	1	0	1	0	"0"	"0"
"Potri.015G140700"	1	0	1	1	"0"	"0"
"Potri.015G140800"	0	0	0	0	"0"	"0"
"Potri.015G140900"	0	0	0	0	"0"	"0"
"Potri.015G141000"	0	0	0	0	"0"	"0"
"Potri.015G141100"	1	0	0	0	"0"	"0"
"Potri.015G141200"	0	0	0	0	"0"	"0"
"Potri.015G141300"	0	0	0	0	"0"	"0"
"Potri.015G141400"	1	0	0	0	"0"	"0"
"Potri.015G141500"	0	0	0	0	"0"	"0"
"Potri.015G141600"	1	0	0	0	"0"	"0"
"Potri.015G141700"	1	0	0	0	"0"	"0"
"Potri.015G141800"	0	0	0	0	"0"	"0"
"Potri.015G141900"	1	0	0	0	"0"	"0"
"Potri.015G142000"	1	0	0	0	"0"	"0"
"Potri.015G142100"	0	0	0	0	"0"	"0"
"Potri.015G142200"	0	0	0	0	"0"	"0"
"Potri.015G142300"	0	0	0	0	"0"	"0"
"Potri.015G142400"	0	0	0	0	"0"	"0"
"Potri.015G142500"	1	0	0	0	"0"	"0"
"Potri.015G142600"	1	0	1	0	"0"	"0"
"Potri.015G142700"	1	0	1	0	"0"	"0"
"Potri.015G142800"	1	0	0	0	"0"	"0"
"Potri.015G142900"	1	0	0	0	"0"	"0"
"Potri.015G143000"	1	0	0	0	"0"	"0"
"Potri.015G143100"	1	1	0	0	"0"	"0"
"Potri.015G143200"	0	0	0	0	"0"	"0"
"Potri.015G143300"	1	0	0	0	"0"	"0"
"Potri.015G143400"	0	0	0	0	"0"	"1"
"Potri.015G143500"	0	0	0	0	"0"	"0"
"Potri.015G143600"	0	0	0	0	"0"	"0"
"Potri.015G143700"	1	0	1	0	"0"	"0"
"Potri.015G143800"	0	0	0	0	"0"	"0"
"Potri.015G143900"	0	0	0	0	"0"	"0"
"Potri.015G144000"	0	0	0	0	"0"	"0"
"Potri.015G144100"	1	0	0	0	"0"	"0"
"Potri.015G144200"	0	0	0	0	"0"	"0"
"Potri.015G144300"	0	0	0	0	"0"	"0"
"Potri.015G144400"	1	0	0	0	"0"	"0"
"Potri.015G144500"	0	0	0	0	"0"	"0"
"Potri.015G144600"	1	1	0	0	"0"	"0"
"Potri.015G144700"	1	1	0	0	"0"	"0"
"Potri.015G144800"	0	0	1	1	"0"	"1"
"Potri.015G144900"	1	0	0	0	"0"	"0"
"Potri.015G145000"	1	0	0	0	"0"	"0"
"Potri.015G145100"	0	0	0	0	"0"	"0"
"Potri.015G145200"	0	0	0	0	"0"	"0"
"Potri.015G145300"	0	0	0	0	"0"	"0"
"Potri.015G145400"	1	0	0	0	"0"	"1"
"Potri.015G145500"	1	0	0	0	"0"	"0"
"Potri.015G145600"	1	0	1	1	"0"	"0"
"Potri.015G145700"	1	0	0	0	"0"	"1"
"Potri.015G145800"	1	0	0	0	"0"	"1"
"Potri.015G145900"	1	0	0	0	"0"	"0"
"Potri.015G146000"	1	0	0	0	"0"	"0"
"Potri.015G146100"	1	0	1	0	"0"	"0"
"Potri.015G146200"	1	0	0	0	"0"	"0"
"Potri.015G146300"	1	0	0	0	"0"	"1"
"Potri.015G146400"	1	0	0	0	"0"	"1"
"Potri.015G146500"	1	1	1	1	"0"	"0"
"Potri.015G146600"	1	1	1	0	"0"	"0"
"Potri.015G146700"	1	0	1	1	"0"	"0"
"Potri.015G146800"	1	0	0	0	"0"	"0"
"Potri.015G146900"	1	0	0	0	"0"	"0"
"Potri.015G147000"	1	0	0	0	"0"	"1"
"Potri.015G147100"	1	0	0	0	"0"	"0"
"Potri.015G147200"	1	0	0	0	"0"	"0"
"Potri.015G147300"	0	0	0	0	"0"	"0"
"Potri.015G147400"	1	0	1	0	"0"	"0"
"Potri.015G147500"	0	0	0	0	"0"	"0"
"Potri.015G147600"	0	0	0	0	"0"	"0"
"Potri.015G147700"	1	0	0	0	"0"	"0"
"Potri.015G147800"	0	0	0	0	"0"	"0"
"Potri.015G147900"	0	0	0	0	"0"	"1"
"Potri.015G148000"	0	0	0	0	"0"	"0"
"Potri.015G148100"	0	0	0	0	"0"	"0"
"Potri.015G148200"	0	0	0	0	"0"	"0"
"Potri.015G148300"	1	1	0	0	"0"	"0"
"Potri.015G148400"	0	0	0	0	"0"	"0"
"Potri.015G148500"	0	0	0	0	"0"	"0"
"Potri.016G000100"	1	0	0	0	"0"	"0"
"Potri.016G000200"	1	0	0	0	"0"	"0"
"Potri.016G000300"	0	0	0	0	"0"	"0"
"Potri.016G000400"	1	0	0	0	"0"	"0"
"Potri.016G000500"	1	0	0	0	"0"	"0"
"Potri.016G000600"	0	0	0	0	"0"	"1"
"Potri.016G000700"	1	0	0	0	"0"	"0"
"Potri.016G000800"	1	0	0	0	"0"	"0"
"Potri.016G000900"	1	0	0	0	"0"	"0"
"Potri.016G001000"	1	0	0	0	"0"	"0"
"Potri.016G001100"	1	0	0	0	"0"	"0"
"Potri.016G001200"	1	0	0	0	"0"	"0"
"Potri.016G001300"	0	0	0	0	"0"	"0"
"Potri.016G001400"	1	0	1	0	"0"	"1"
"Potri.016G001500"	1	0	0	0	"0"	"1"
"Potri.016G001600"	0	0	0	0	"0"	"0"
"Potri.016G001700"	0	0	0	0	"0"	"1"
"Potri.016G001800"	1	0	0	0	"0"	"0"
"Potri.016G001900"	0	0	0	0	"0"	"0"
"Potri.016G002000"	0	0	0	0	"0"	"0"
"Potri.016G002100"	1	0	0	0	"0"	"0"
"Potri.016G002200"	1	1	0	0	"0"	"0"
"Potri.016G002300"	1	1	1	0	"0"	"0"
"Potri.016G002400"	1	0	0	0	"0"	"0"
"Potri.016G002500"	0	0	0	0	"0"	"1"
"Potri.016G002600"	0	0	0	0	"0"	"1"
"Potri.016G002700"	1	0	1	0	"0"	"0"
"Potri.016G002800"	0	0	1	0	"0"	"0"
"Potri.016G002900"	0	0	0	0	"0"	"0"
"Potri.016G003000"	0	0	0	0	"0"	"0"
"Potri.016G003100"	0	0	0	0	"0"	"0"
"Potri.016G003200"	0	0	0	0	"0"	"0"
"Potri.016G003300"	0	0	0	0	"0"	"0"
"Potri.016G003400"	1	0	0	0	"0"	"1"
"Potri.016G003500"	1	0	1	0	"0"	"0"
"Potri.016G003600"	1	0	1	1	"0"	"0"
"Potri.016G003700"	1	0	1	0	"0"	"0"
"Potri.016G003800"	1	0	0	0	"0"	"0"
"Potri.016G003900"	1	0	0	0	"0"	"0"
"Potri.016G004000"	0	0	0	0	"0"	"0"
"Potri.016G004100"	0	0	0	0	"0"	"0"
"Potri.016G004200"	1	0	0	0	"0"	"0"
"Potri.016G004300"	1	0	0	0	"0"	"0"
"Potri.016G004400"	1	0	0	0	"0"	"0"
"Potri.016G004500"	0	0	0	0	"0"	"0"
"Potri.016G004600"	0	0	0	0	"0"	"0"
"Potri.016G004700"	0	0	0	0	"0"	"0"
"Potri.016G004800"	0	0	0	0	"0"	"0"
"Potri.016G004900"	1	0	0	0	"0"	"0"
"Potri.016G005000"	0	0	0	0	"0"	"0"
"Potri.016G005100"	1	0	0	0	"0"	"0"
"Potri.016G005200"	0	0	0	0	"0"	"0"
"Potri.016G005300"	0	0	0	0	"0"	"0"
"Potri.016G005400"	1	1	0	0	"0"	"0"
"Potri.016G005500"	1	1	0	0	"0"	"0"
"Potri.016G005600"	0	0	0	0	"0"	"0"
"Potri.016G005700"	0	0	0	0	"0"	"0"
"Potri.016G005800"	0	0	0	0	"0"	"0"
"Potri.016G005900"	1	0	0	0	"0"	"0"
"Potri.016G006000"	0	0	0	0	"0"	"0"
"Potri.016G006100"	0	0	0	0	"0"	"0"
"Potri.016G006200"	0	0	0	0	"0"	"0"
"Potri.016G006300"	0	0	0	0	"0"	"0"
"Potri.016G006400"	1	0	0	0	"0"	"0"
"Potri.016G006500"	0	0	0	0	"0"	"1"
"Potri.016G006600"	0	0	1	1	"0"	"0"
"Potri.016G006700"	0	0	0	0	"0"	"0"
"Potri.016G006800"	0	0	0	0	"0"	"0"
"Potri.016G006900"	1	0	0	0	"0"	"1"
"Potri.016G007000"	1	0	0	0	"0"	"1"
"Potri.016G007100"	0	0	0	0	"1"	"0"
"Potri.016G007200"	1	0	0	0	"0"	"0"
"Potri.016G007300"	1	0	0	0	"0"	"0"
"Potri.016G007400"	0	0	0	0	"0"	"0"
"Potri.016G007500"	1	0	1	0	"0"	"0"
"Potri.016G007600"	1	0	1	1	"0"	"0"
"Potri.016G007700"	0	0	0	0	"0"	"0"
"Potri.016G007800"	0	0	0	0	"0"	"0"
"Potri.016G007900"	0	0	0	0	"0"	"0"
"Potri.016G008000"	0	0	0	0	"0"	"0"
"Potri.016G008100"	0	0	0	0	"0"	"0"
"Potri.016G008200"	0	0	0	0	"0"	"0"
"Potri.016G008300"	0	0	0	0	"0"	"0"
"Potri.016G008400"	0	0	0	0	"0"	"0"
"Potri.016G008500"	0	0	0	0	"0"	"0"
"Potri.016G008600"	0	0	0	0	"0"	"0"
"Potri.016G008700"	1	0	0	0	"0"	"0"
"Potri.016G008800"	0	0	0	0	"0"	"0"
"Potri.016G008900"	0	0	0	0	"0"	"0"
"Potri.016G009000"	0	0	0	0	"0"	"0"
"Potri.016G009100"	0	0	0	0	"0"	"0"
"Potri.016G009200"	0	0	0	0	"0"	"0"
"Potri.016G009300"	0	0	0	0	"0"	"0"
"Potri.016G009400"	0	0	0	0	"1"	"0"
"Potri.016G009500"	1	0	0	0	"0"	"0"
"Potri.016G009600"	0	0	0	0	"0"	"0"
"Potri.016G009700"	1	0	0	0	"1"	"0"
"Potri.016G009800"	1	0	1	1	"0"	"0"
"Potri.016G009900"	0	0	0	0	"0"	"0"
"Potri.016G010000"	0	0	0	0	"0"	"0"
"Potri.016G010100"	1	0	0	0	"0"	"1"
"Potri.016G010200"	0	0	0	0	"0"	"0"
"Potri.016G010300"	0	0	0	0	"0"	"0"
"Potri.016G010400"	0	0	0	0	"0"	"0"
"Potri.016G010500"	0	0	0	0	"0"	"0"
"Potri.016G010600"	0	0	0	0	"0"	"0"
"Potri.016G010700"	0	0	0	0	"0"	"0"
"Potri.016G010800"	0	0	0	0	"0"	"0"
"Potri.016G010900"	0	0	0	0	"0"	"0"
"Potri.016G011000"	0	0	0	0	"0"	"0"
"Potri.016G011100"	1	0	0	0	"0"	"0"
"Potri.016G011200"	0	0	0	0	"0"	"0"
"Potri.016G011300"	0	0	0	0	"0"	"0"
